title,type,titlereleased,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,4k,language
Dieter Nuhr: Nuhr in Berlin,TV,2016,TV-MA,SuperHD,Dieter Nuhr,Volker Weicker,,4.8,68,80117532,2016-11-15,"The cerebral and popular German cabaret comic expounds his theories on gender norms, primal instincts and a decidedly gastrointestinal Big Bang.",0,german
Dil Chahta Hai,TV,2001,TV-14,SuperHD,"Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity Zinta",Farhan Akhtar,,8.1,184,60021525,2019-12-15,"Inseparable childhood friends Akash, Sameer and Siddharth are just out of college. Nothing comes between them -- until they each fall in love.",0,hindi
Dil Dhadakne Do,TV,2015,TV-MA,SuperHD,"Anil Kapoor, Priyanka Chopra, Ranveer Singh, Anushka Sharma",Zoya Akhtar,,6.8,173,80057585,2019-12-15,"While hosting a shipboard holiday for relatives and friends, a wealthy but dysfunctional family must face the ugly truths under their flawless facade.",0,hindi
Dil Se,TV,1998,TV-14,SuperHD,"Shah Rukh Khan, Manisha Koirala, Preity Zinta, Raghuvir Yadav",Mani Ratnam,,7.6,165,17671454,2018-03-01,A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,0,hindi
Dil Vil Pyaar Vyaar,TV,2014,TV-PG,SuperHD,"Gurdas Mann, Neeru Bajwa, Jassi Gill, Rajiv Thakur",Manjeet Maan,,6.5,145,80032472,2018-10-01,"Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry -- but they want him to marry first.",0,other
Dilwale,TV,2015,TV-PG,SuperHD,"Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon",Rohit Shetty,,5.2,153,80091866,2017-02-01,"A young couple falls in love, but conflicting loyalties drive them apart. Years later, fate intervenes and hands them a second chance.",0,hindi
Dino Girl Gauko,TV,2019,TV-Y7,SuperHD,"Naoko Matsui, Hiroshi Kamiya, Kazue Ikura, Chafurin",,,7.1,,80216180,2019-11-22,"When she gets angry, middle schooler Naoko turns into fierce dinosaur Gauko! Thanks to friends, aliens and more, her life is full of wacky incidents.",0,english
Dinosaur King,TV,2007,TV-Y7,SD,"Megumi Matsumoto, Matsuri Mizuguchi, Tomoko Kobashi, Asuka Tanii",,,5.5,,80007912,2018-06-02,"Aided by tablets found near a downed meteorite, Max, Rex and Zoe race the evil Alpha Gang as they travel the globe in search of living dinosaurs.",0,japanese
Dinotrux,TV,2015,TV-Y7,SuperHD,"Andrew Francis, Richard Ian Cox, Ashleigh Ball, Matt Hill",,,7.0,,80049903,2015-08-14,"Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",0,english
Dinotrux Supercharged,TV,2017,TV-Y7,SuperHD,"Andrew Francis, Richard Ian Cox, Brian Drummond, Matt Hill",,,7.1,,80171452,2017-11-10,"Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends.",0,english
Dirty John,TV,2018,TV-14,UltraHD,"Connie Britton, Eric Bana, Juno Temple, Julia Garner",,,7.1,,80241855,2019-11-25,Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,1,english
Dirty Money,TV,2018,TV-MA,UltraHD,,,,8.1,,80118100,2018-01-26,"From crippling payday loans to cars that cheat emissions tests, this investigative series exposes brazen acts of corporate greed and corruption.",1,english
Disappearance,TV,2018,TV-MA,SuperHD,"Nelly Karim, Mohamed Mamdouh, Hesham Selim",,,,,81049445,2019-03-08,"A university lecturer in Russia returns to Egypt after her husband's sudden disappearance, uncovering further mysteries the more she investigates.",0,arabic
Disciples of the 36th Chamber,TV,1985,TV-14,SuperHD,"Hou Hsiao, Gordon Liu, Lily Li, Jason Pai Piao",Chia-Liang Liu,,6.5,89,80039484,2018-08-16,"Shaolin monk San Te returns to protect a fellow hero with a talent for finding trouble in this action-packed sequel to ""The 36th Chamber of Shaolin.""",0,other
Disenchantment,TV,2018,TV-14,UltraHD,"Abbi Jacobson, Eric André, Nat Faxon, John DiMaggio",,,7.2,,80095697,2018-08-17,"Princess duties call, but she'd rather be drinking. Free-spirited Bean exasperates the king as she wreaks havoc with her demon and elf pals.",1,english
Disjointed,TV,2017,TV-MA,UltraHD,"Kathy Bates, Aaron Moten, Tone Bell, Dougie Baldwin",,,6.7,,80117694,2017-08-25,Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.,1,english
Dismissal,TV,2017,TV-MA,UltraHD,"Imanol Arias, Darío Grandinetti, Hugo Silva, Luis Luque",Lucas Figueroa,,4.9,89,80103425,2017-12-30,"A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error.",1,spanish
Divines,TV,2016,TV-MA,SuperHD,"Déborah Lukumuena, Jisca Kalvanda, Kévin Mischel, Majdouline Idrissi",Houda Benyamina,,7.4,107,80115031,2016-11-18,A shrewd teenager and her wisecracking best friend plan to get rich or die trying by following in the footsteps of a flashy female drug dealer.,0,french
DJ Cinderella,TV,2019,TV-PG,UltraHD,"Maisa Silva, Filipe Bragança, Fernanda Paes Leme, Miriam Freeland",Bruno Garotti,,4.6,95,80245601,2019-06-14,"Fiercely independent and disillusioned with love, a teen DJ is determined to chart her own path, till a pop heartthrob falls for her awesome mix.",1,portuguese
Do Do Sol Sol La La Sol ,TV,2020–,TV-14,,Ara Go,N/A,"Comedy, Romance",,N/A,81276344,2020-10-07,"A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.",0,korean
Do Dooni Chaar,TV,2010,TV-PG,SuperHD,"Rishi Kapoor, Neetu Singh, Aditi Vasudev, Archit Krishna",Habib Faisal,,7.6,105,70185139,2018-11-01,"A struggling math teacher holds down a second job to keep his family afloat. But when he receives a wedding invitation, he's determined to attend.",0,hindi
Doctor Foster,TV,2015,TV-MA,SuperHD,"Suranne Jones, Bertie Carvel, Clare-Hope Ashitey, Cheryl Campbell",,,7.7,,80097034,2016-10-24,"When she suspects her husband is cheating on her, Dr. Gemma Foster starts an investigation that leads her down a dark path of obsession.",0,english
Documentary Now!,TV,2015,TV-14,SuperHD,"Fred Armisen, Bill Hader, Helen Mirren",,,8.1,,80010778,2016-03-24,"Elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as ""Grey Gardens"" and ""The Thin Blue Line.""",0,english
Dogs,TV,2018,TV-PG,UltraHD,,,,8.2,,80191036,2018-11-16,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances.",1,english
Dogs of Berlin,TV,2018,TV-MA,UltraHD,"Felix Kramer, Fahri Yardim, Anna Maria Mühe, Katharina Schüttler",,,7.5,,80189522,2018-12-07,"Two cops investigate the murder of a famous Turkish-German soccer player, but one of them has underworld connections that mire the case in controversy.",1,german
Dollar,TV,2019,TV-MA,SuperHD,"Adel Karam, Amel Bouchoucha",,,6.7,,81079322,2019-08-08,Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.,0,arabic
Dolly Parton's Heartstrings,TV,2019,TV-14,UltraHD,"Dolly Parton, Julianne Hough, Kimberly Williams-Paisley, Dallas Roberts",,,7.6,,80244846,2019-11-22,"Eight stories celebrating family, faith, love and forgiveness come to life in this series inspired by Dolly Parton's iconic country music catalog.",1,english
Don,TV,2006,TV-14,SuperHD,"Shah Rukh Khan, Priyanka Chopra, Arjun Rampal, Isha Koppikar",Farhan Akhtar,,7.2,168,70059026,2019-12-15,"A ruthless crime boss and drug lord is nabbed and held captive by the authorities, who send his naïve look-alike to infiltrate the man's gang.",0,hindi
Don 2,TV,2011,TV-14,SuperHD,"Shah Rukh Khan, Priyanka Chopra, Boman Irani, Lara Dutta",Farhan Akhtar,,7.1,147,70224999,2019-12-15,"With Asia under his complete control, criminal mastermind Don turns to Europe, battling the mob bosses of each nation along the way.",0,hindi
Don't F**k with Cats: Hunting an Internet Killer,TV,2019,TV-MA,UltraHD,,Mark Lewis,,8.1,,81031373,2019-12-18,A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.,1,english
Don't Go Breaking My Heart,TV,2011,TV-PG,SuperHD,"Louis Koo, Gao Yuanyuan, Daniel Wu",Johnnie To,,6.5,114,81030198,2018-12-01,"A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss.",0,other
Don't Go Breaking My Heart 2,TV,2014,TV-14,SuperHD,"Louis Koo, Gao Yuanyuan, Miriam Chin Wah Yeung, Vic Chou",Johnnie To,,5.5,113,80017265,2018-12-01,"Zixin is about to marry Qihong, but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers' paradise.",0,mandarin
Donald Glover: Weirdo,TV,2012,TV-MA,SuperHD,Donald Glover,"Shannon Hartman, Michelle Caputo",,7.5,65,70230138,2016-11-19,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.",0,english
Dope,TV,2017,TV-MA,SuperHD,,,,6.9,,80178726,2017-12-22,"Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.",0,english
Dorasaani,TV,2019,TV-14,SuperHD,"Anand Deverakonda, Shivatmika Rajasekhar, Kannada Kishore",KVR Mahendra,,5.9,134,81217738,2019-11-20,A village landlord's daughter and an educated commoner must decide if their budding forbidden love is worth resisting a repressive social hierarchy.,0,other
Dorohedoro ,TV,2020,TV-MA,,"Wataru Takagi, Reina Kondou, Ken\'yû Horiuchi, Yoshimasa Hosoya",,"Animation, Action, Comedy, Fantasy, Horror",8.2,25 min,80991903,2020-05-28,"Amnesiac Caiman seeks to undo his lizard head curse by killing the sorcerer responsible, with his friend Nikaido's help. In the Hole, that's a threat.",0,japanese
Dostana,TV,2008,TV-14,SuperHD,"Abhishek Bachchan, John Abraham, Priyanka Chopra, Bobby Deol",Tarun Mansukhani,,6.5,141,70109680,2020-04-01,"To win over a landlady who only accepts women as tenants, two men pose as a couple – but the jig may be up when they both fall for their flatmate.",0,hindi
Dostana (1980),TV,1980,TV-14,SuperHD,"Amitabh Bachchan, Shatrughan Sinha, Zeenat Aman, Prem Chopra",Raj Khosla,,6.7,161,81244365,2020-04-01,"Best friends since childhood, a righteous cop and a lawyer who represents criminals in court become rivals when they fall for the same woman.",0,hindi
Doubles Cause Troubles,TV,1989,TV-14,SuperHD,"Carol 'Do Do' Cheng, Maggie Cheung, Wilson Lam, Chan Pak-cheung",Wong Jing,,5.4,93,80997858,2018-08-01,"When the tenant in their flat dies under suspicious circumstances, two bickering cousins are forced to navigate both sides of the law.",0,other
Down to Earth with Zac Efron ,TV,2020,TV-PG,,Zac Efron,,Documentary,,,80230601,2020-07-10,"Actor Zac Efron journeys around the world with wellness expert Darin Olien in a travel show that explores healthy, sustainable ways to live.",0,english
Dracula,TV,2020,TV-14,UltraHD,"Claes Bang, Dolly Wells, John Heffernan",,,6.8,,80997687,2020-01-04,The Count Dracula legend transforms with new tales that flesh out the vampire's gory crimes -- and bring his vulnerability into the light.,1,english
DRAGON PILOT: Hisone & Masotan,TV,2018,TV-14,SuperHD,"Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai",,,6.9,,80241960,2018-09-21,Recently stationed Air Self-Defense Force rookie Hisone Amakasu is chosen by a dragon concealed within Gifu Air Base to be his pilot.,0,japanese
Dragon Quest Your Story,TV,2019,TV-PG,SuperHD,"Takeru Sato, Kasumi Arimura, Haru, Kentaro Sakaguchi","Takashi Yamazaki, Ryuichi Yagi",,6.6,102,81170086,2020-02-13,Luca follows in his father's footsteps to rescue his mother from evil Ladja. Finding the heavenly hero who wields the Zenithian sword is his only hope.,0,japanese
Dragon Tiger Gate,TV,2006,TV-14,SuperHD,"Donnie Yen, Nicholas Tse, Shawn Yue, Dong Jie",Wilson Yip,,6.2,94,70082255,2018-10-27,Dragon and his fellow students at Dragon Tiger Gate martial arts school team up to battle the ferocious villain Shibumi.,0,other
Dragonkala Ka Rahasya,TV,2018,TV-Y,SuperHD,,Rajiv Chilaka,,,67,81092782,2019-06-18,"Bheem helps to reopen Dragonpur's abandoned magic and martial arts school, but is tested like never before when an ex-student returns seeking revenge!",0,hindi
Dragons: Dawn of the Dragon Racers,TV,2014,TV-PG,SuperHD,"Jay Baruchel, America Ferrera, Zack Pearlman, Christopher Mintz-Plasse","Elaine Bogan, John Sanford",,7.0,26,80026431,2018-12-16,"The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition.",0,english
Dragons: Race to the Edge,TV,2015,TV-Y7,SuperHD,"Jay Baruchel, America Ferrera, Christopher Mintz-Plasse, Andree Vermeulen",,,8.3,,80039394,2015-06-26,"From the creators of ""How to Train Your Dragon"" comes a new series that takes Hiccup and Toothless to the edge of adventure.",0,english
Dragons: Rescue Riders,TV,2019,TV-Y,SuperHD,"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson",,,6.4,,80218107,2019-09-27,"Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way.",0,english
Dragons: Rescue Riders: Hunt for the Golden Dragon,TV,2020,TV-Y,SuperHD,"Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu","TJ Sullivan, Greg Rankin",,6.1,46,81046957,2020-03-27,"It's the treasure hunt of a lifetime for the Rescue Riders, who must race to find a precious golden dragon egg and protect it from evil pirates.",0,english
Dragon\'s Dogma,TV,2020–,TV-MA,,"Greg Chun, Erica Mendez, Cristina Vee, David Lodge, Yuichi Nakamura, Nana Mizuki ",N/A,"Animation, Fantasy",,N/A,80992784,2020-09-17,"Resurrected as an Arisen, Ethan sets out to vanquish the Dragon that took his heart. But with every demon he battles, his humanity slips further away.",0,english
Dream Big: Engineering Our World,TV,2017,TV-G,UltraHD,Jeff Bridges,Greg MacGillivray,,6.4,42,80217136,2018-07-01,"Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe.",1,english
Dream Home Makeover ,TV,2020–,TV-G,,N/A,N/A,Reality-TV,,N/A,81088239,2020-10-16,"Dreams come true for real families looking for the perfect home tailored to their own unique style, thanks to Shea and Syd McGee of Studio McGee.",0,english
DreamWorks Holiday Classics,TV,2011,TV-PG,SuperHD,"Ben Stiller, David Schwimmer, Chris Rock, Jada Pinkett Smith",,,6.2,,70221348,2018-12-16,"Join your DreamWorks friends for these four holiday specials, featuring Shrek and Donkey, Hiccup and Toothless, and the wacky animals from Madagascar.",0,english
DreamWorks Home: For the Holidays,TV,2017,TV-Y,SuperHD,"Rachel Crow, Mark Whitten, Kelly Clarkson, Ana Ortiz",,,5.5,45,80191081,2017-12-01,"Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city.",0,english
DreamWorks How to Train Your Dragon Legends,TV,2011,TV-PG,SuperHD,"Jay Baruchel, Craig Ferguson, America Ferrera, Gerard Butler",,,7.7,,70242629,2020-01-20,"In this set of shorts, Hiccup and the gang learn about different species of dragons. Then, Gobber goes in search of the Boneknapper Dragon.",0,english
DreamWorks Kung Fu Panda Awesome Secrets,TV,2008,TV-PG,SuperHD,"Jack Black, Dustin Hoffman, Dennis Haysbert, Paul Scheer",,,6.9,,70241791,2019-07-01,"In this pair of adventures, Po tells the story of how masters Thundering Rhino, Storming Ox and Croc met and takes on Shifu's biggest challenge yet.",0,english
DreamWorks Shrek's Swamp Stories,TV,2008,TV-PG,SuperHD,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",,,6.7,,70242630,2020-02-17,"Shrek celebrates Halloween, Puss in Boots is captured by soldiers, and the gang participates in a kingdom-wide singing competition.",0,english
